id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
16724764,'Kaleialoha 402 Open New Years - COME AND ENJOY!',15820446,'Maui Paradise Properties,',Maui,Lahaina,20.95988,-156.6836,'Entire home/apt',119,5,44,26/02/20,1,213,200,Hawaii,,,,,,,,,
21677985,'Private Room - 10 Min to Downtown (Large)',28543505,Katherine,?,78736,30.23262,-97.87822,'Private room',27,60,9,15/12/19,0.27,3,107,Austin,,,,,,,,,,
18931148,'Located just mins from Red Rock Canyon.Hidden gem!',48650093,Victoria,?,'City of Las Vegas',36.15885,-115.3043,'Entire home/apt',78,1,60,07/07/18,1.52,1,243,'Clark County',,,,,,,,,,
20213633,'3 BR Princeville Condo, AC, Pool, Gym, Garage!',115700802,'Princeville, Kapaa, Koloa',Kauai,'North Shore Kauai',22.22194,-159.47882,'Entire home/apt',166,1,30,20/03/20,0.82,10,325,Hawaii,,,,
18892011,'Inspiration Pt Guesthouse with Private Patio',13342025,Suzana,?,Regis,39.78908,-105.05343,'Entire home/apt',89,2,205,19/06/20,5.52,1,45,Denver,,,,,,,,,,
30251186,'Palm-Aire, Fort Lauderdale, FL,2 Bedroom Dlx S 1',10981379,Jan,?,'Pompano Beach',26.22622,-80.15857,'Entire home/apt',179,1,0,?,?,59,7,'Broward County',,,,,,,
28010095,'Budget private entrance room',131748100,Fiona,?,Miramar,25.98947,-80.21672,'Private room',25,2,5,12/10/19,0.23,4,260,'Broward County',,,,,,,,,,
26453262,'1  NO CLEANING FEE  Modern Condo By Downtown,Beach',198888182,Alex,?,'Fort Lauderdale',26.12569,-80.12878,'Entire home/apt',119,1,81,14/06/20,3.81,2,301,'Broward County',,,,,,,,,
33453905,'Ground Floor 2 Bedroom with Ocean Views! EKO 1405',22635145,'CB Island Vacations',Maui,Kihei-Makena,20.68517,-156.43393,'Entire home/apt',210,4,4,03/03/20,0.26,149,286,Hawaii,,,,,,,,,,
15916842,'Modern downtown craftsman bungalow',8717325,Deborah,?,78702,30.2797,-97.71448,'Entire home/apt',1057,4,3,15/03/17,0.06,3,88,Austin,,,,,,,,,,
7263829,'Beautiful  clean condo w/ excellent location',38029338,Annie,Maui,Kihei-Makena,20.72802,-156.44838,'Entire home/apt',135,5,89,30/03/20,1.42,1,334,Hawaii,,,,,,,,,,
20754696,'Cozy Private Garden Studio near the Heart of JP',883209,'Ann  Esther',?,'Jamaica Plain',42.3052,-71.11844,'Entire home/apt',106,3,99,28/08/20,2.76,1,148,Boston,,,,,,,,,,
12133019,'Kihei Akahi D401-Studio Across Beautiful Beach',2154262,'Condominium Rentals Hawaii',Maui,Kihei-Makena,20.71748,-156.44512,'Entire home/apt',130,4,4,23/06/19,0.12,284,340,Hawaii,,,,,,,,,,
24497816,'near beach! Hillside at KoOlina.3b/2.5ba..sleep6!',26591491,Rick,Honolulu,Ewa,21.3382,-158.11077,'Entire home/apt',4000,10,2,29/08/19,0.08,30,0,Hawaii,,,,,,,,,,
20918479,' 10 Min to Beach+Casino  Townhouse ',9537787,'Colleen  Jonathan',?,Hollywood,26.027,-80.16516,'Entire home/apt',99,3,78,06/04/20,2.38,6,1,'Broward County',,,,,,,,,,
15599256,'Beach Villas at KoOlina (((oceanviews)))',26591491,Rick,Honolulu,Ewa,21.33585,-158.12096,'Entire home/apt',320,6,11,19/03/20,0.28,30,279,Hawaii,,,,,,,,,,
33688809,'3 Bd Home in Historical German/Merion Village.',45223436,Arleigh,?,'Near South',39.93824,-82.9958,'Entire home/apt',123,1,92,19/07/20,5.91,1,328,Columbus,,,,,,,,,,
21435388,'Charming, dog-friendly townhouse w/private gas grill, patio,  near downtown!',1488733,'Vacasa Texas',?,78703,30.299,-97.78115,'Entire home/apt',192,2,39,23/08/20,1.11,28,303,Austin,,,,,,,
37602294,'New Listing! -Modern Suite in Princeville Paradise',281967330,Lee,Kauai,'North Shore Kauai',22.22287,-159.49234,'Entire home/apt',157,30,44,26/03/20,3.35,2,87,Hawaii,,,,,,,,,,
23217642,'Sixty Two Guest',169371612,Marcos,?,Barnum,39.71873,-105.02673,'Entire home/apt',70,1,0,?,?,1,0,Denver,,,,,,,,,,
39464901,'Stunning Ocean Views with Grand Wailea Privileges',222272408,Karen,Maui,Kihei-Makena,20.67897,-156.4393,'Entire home/apt',2050,5,0,?,?,1,313,Hawaii,,,,,,,,,,
21202323,'Cozy Room in Fort Lauderdale',5514632,Tony,?,Lauderhill,26.17795,-80.22469,'Private room',29,1,12,16/02/20,0.37,12,24,'Broward County',,,,,,,,,,
889271,'Jade Ohana, UniqueTropical Getaway',4717642,'Mary Marvin',Hawaii,Puna,19.59617,-154.96749,'Entire home/apt',70,3,153,20/08/20,1.65,1,315,Hawaii,,,,,,,,,
37837293,'2 Bedroom Blocks from OSU/Short North! Suite 218',218427334,Kelsey,?,'Near North/University',39.9937,-83.0059,'Entire home/apt',150,5,8,28/04/20,0.81,5,70,Columbus,,,,,,,,,,
8426694,'Huge light filled Chicago loft',28336,Denise,?,'West Town',41.89043,-87.65778,'Entire home/apt',94,3,185,05/08/20,3.04,1,327,Chicago,,,,,,,,,,
36699059,'Enchanting1bed-9min drive toAirport,walk to train',24061028,Mannie,?,'The Port',42.37065,-71.09792,'Entire home/apt',92,1,28,01/06/20,2.55,2,79,Cambridge,,,,,,,,,
41925720,'Full Private Apartment Tropical Paradise 2',196678645,Shawn,?,'Fort Lauderdale',26.13349,-80.12985,'Entire home/apt',96,1,10,11/06/20,2.68,6,228,'Broward County',,,,,,,,,,
38234204,'Historic 2 bedroom row home',155097061,Kimberly,?,Whittier,39.75334,-104.96644,'Entire home/apt',100,4,13,12/01/20,1.39,1,0,Denver,,,,,,,,,,
44466135,'LA Quinta',272006653,Ravi,?,'Unincorporated Areas',36.06968,-115.12279,'Private room',101,1,0,?,?,3,365,'Clark County',,,,,,,,,,
25841241,'Amazing Views Hale - 270 degree Stunning Views from 2 Story Poipu Beach House',81931213,Vicki,Kauai,Koloa-Poipu,21.87316,-159.44738,'Entire home/apt',448,1,2,11/02/20,0.08,15,259,Hawaii,,,,,,,,,,
7341057,'Two Bedroom Suite in South Asheville',37737144,Kwadwo,?,28704,35.47536,-82.50085,'Private room',75,1,138,19/07/20,2.21,4,347,Asheville,,,,,,,,,,
30040059,'Kukuiula Club Villa 6',198477445,Lodge,Kauai,Koloa-Poipu,21.88629,-159.48304,'Entire home/apt',2399,1,0,?,?,19,364,Hawaii,,,,,,,,,,
44708519,'Cozy 4b/3b house close to Strip, Airport,  shops!',206962530,'Alvin  Jasmin',?,'Unincorporated Areas',36.05322,-115.24245,'Entire home/apt',196,2,2,22/08/20,2,12,238,'Clark County',,,,,,,,
21660933,'Seaport one bed beauty',16865734,'Kyle (And Cathy)',?,'South Boston Waterfront',42.3484,-71.04838,'Entire home/apt',179,91,2,17/12/17,0.06,2,364,Boston,,,,,,,,,,
32591131,'Modern! Heart of Austin! Walk everywhere! Extras!',25750024,Jessica,?,78704,30.25638,-97.75176,'Entire home/apt',221,28,29,17/06/20,1.58,2,352,Austin,,,,,,,,,,
45138001,'Professionally maintained apt  1BR in Austin',359036978,Kia,?,78702,30.25977,-97.716,'Entire home/apt',102,30,0,?,?,593,315,Austin,,,,,,,,,,
444280,'studio  with private entrance,close to the strip',2207130,'Guy  Larissa',?,'Unincorporated Areas',36.02848,-115.20154,'Private room',105,1,26,16/02/20,0.26,10,365,'Clark County',,,,,,,,,
35715829,'New Listing! Island Sands 600!Oceanfront Property!',22635145,'CB Island Vacations',Maui,Kihei-Makena,20.79594,-156.50622,'Entire home/apt',205,4,9,24/01/20,0.64,149,325,Hawaii,,,,,,,,,,
17531680,'Garden Studio close to Strip  Airport',50090847,Aj,?,'Unincorporated Areas',36.09664,-115.12098,'Entire home/apt',76,2,207,31/08/20,5.06,1,179,'Clark County',,,,,,,,,,
41998424,'Charming Hollywood Home - 7 minutes to the beach!',75787405,Alicia,?,Hollywood,26.0264,-80.15525,'Entire home/apt',200,1,0,?,?,4,90,'Broward County',,,,,,,,,,
16545023,'Jetsons ModPod! w/Private Bth+  Sauna Access',5742304,Taryn,?,78702,30.27733,-97.7077,'Private room',85,1,14,13/07/17,0.31,6,0,Austin,,,,,,,,,,
31021962,'Sugar Beach Resort 512- 2BR Oceanview Condo!',2154262,'Condominium Rentals Hawaii',Maui,Kihei-Makena,20.7851,-156.46672,'Entire home/apt',287,4,4,07/01/20,0.2,284,267,Hawaii,,,,,,,,,,
38052261,'New luxury condo in heart of downtown Asheville55 S. Market 216',167186184,Towns,?,28801,35.59376,-82.5502,'Entire home/apt',281,1,26,12/08/20,2.01,58,337,Asheville,,,,,,,,,,
27789327,Holoholo,85761932,Liz,Hawaii,'North Kona',19.57916,-155.94998,'Entire home/apt',135,2,7,15/02/20,0.37,3,0,Hawaii,,,,,,,,,,
37018148,'Vdara Penthouse Panoramic 1BR Suite',115196684,Richard,?,'Unincorporated Areas',36.11006,-115.17811,'Hotel room',373,2,3,14/03/20,0.22,7,171,'Clark County',,,,,,,,,,
313973,'Barton Hills Man Cave Very Private',374529,'Alyson  Max',?,78704,30.25191,-97.78116,'Private room',225,2,22,16/10/17,0.21,4,89,Austin,,,,,,,,,,
16111974,'Cozy 1 bed/1 bath',105050481,Tammy,?,Tamarac,26.19823,-80.27405,'Private room',31,1,101,24/03/20,4.05,1,159,'Broward County',,,,,,,,,,
34773375,'Beaches are open now book INDEPENDENCE  LABOR DAY',14219726,Alejandro,?,'Lighthouse Point',26.27323,-80.09719,'Entire home/apt',59,1,82,12/06/20,6.24,3,296,'Broward County',,,,,,,,,,
42016470,'Addis Ababa',324438159,Helen,?,Windsor,39.70867,-104.8894,'Private room',46,1,0,?,?,9,364,Denver,,,,,,,,,,
37326665,'Paniolo Greens, Waikoloa,2 bedroom condo',34452053,Robert,Hawaii,'South Kohala',19.92651,-155.795,'Entire home/apt',137,7,0,?,?,6,75,Hawaii,,,,,,,,
42236671,3BD*CONDO*BEST*SAFE*reopen*SALE*love*bok*sanitized,133778912,Yaniv,?,'City of Las Vegas',36.14953,-115.15098,'Entire home/apt',130,2,0,?,?,15,90,'Clark County',,,,,,,,,,
40094224,'Newly Renovated 1 BR,1 Bath,1 Parking,Sleeps 4!',101726866,Zachary,Honolulu,'Primary Urban Center',21.287,-157.83859,'Entire home/apt',135,1,16,24/03/20,1.62,2,242,Hawaii,,,,,,,
39173436,'Cozy 2 Bedroom Apt Minutes From Hollywood Circle',24939510,Seth,?,Hollywood,26.02408,-80.14538,'Entire home/apt',100,1,4,22/11/19,0.48,2,90,'Broward County',,,,,,,,,,
31335439,'Wyndham Desert Blue 2 bedroom deluxe condo 9A',100238132,Michael,?,'Unincorporated Areas',36.12183,-115.18421,'Entire home/apt',200,3,1,16/09/19,0.09,107,121,'Clark County',,,,,,,,,,
2736478,'BRYKERWOODS COTTAGE',14001503,Ramona,?,78703,30.30268,-97.75163,'Entire home/apt',120,7,7,27/02/20,0.3,1,288,Austin,,,,,,,,,,
4333812,'Royal Kahana  Oceanfront condo,Sleeps 4!',10796784,'Kim Marie',Maui,Lahaina,20.9725,-156.67961,'Entire home/apt',199,4,15,10/03/20,0.22,38,195,Hawaii,,,,,,,,,
5480284,'Private Attic Bedroom by Light Rail',24483378,Sarah,?,'West Colfax',39.73602,-105.03714,'Private room',30,1,290,04/06/20,4.48,12,0,Denver,,,,,,,,,,
16453433,'One Bedroom with Kitchen and Living Room',107928033,Adam,?,'West Highland',39.76719,-105.03175,'Private room',150,1,3,12/11/17,0.08,1,90,Denver,,,,,,,,,,
38330631,'Gorgeous, spacious private suite in Prime location',6848524,Keely,?,'South Park Hill',39.74113,-104.93715,'Entire home/apt',99,2,31,12/03/20,3.48,1,0,Denver,,,,,,,,,
20479515,'Cozy  Quaint Central North East Austin Home 3/2.5',146199412,Robin,?,78723,30.31768,-97.67181,'Entire home/apt',175,2,10,28/05/18,0.28,1,0,Austin,,,,,,,,,,
40293384,'Ocean View 1-br  in Waikiki w/ Car Rental Option',6056846,Ashley,Honolulu,'Primary Urban Center',21.27669,-157.82376,'Entire home/apt',72,1,8,22/07/20,0.93,5,297,Hawaii,,,,,,,,,,
1121863,'Old Lahaina House - Riviera Room',908,Sherry,Maui,Lahaina,20.8645,-156.67188,'Private room',156,1,19,16/03/20,0.27,27,185,Hawaii,,,,,,,,,,
19792078,'Sleek 4BR w/ Hot Tub  Pool, Across from Beach',104693659,'TurnKey Vacation Rentals',?,'Pompano Beach',26.24933,-80.08718,'Entire home/apt',269,2,15,26/01/20,0.46,74,283,'Broward County',,,,,,,,,
43928784,'GOATHOTE LUXURIOUS 4/3.5 APT  FAMILY\'S PREFERRED',244000490,Goathote,?,'West Town',41.8988,-87.66392,'Entire home/apt',345,2,3,02/08/20,1.08,18,321,Chicago,,,,,,,,,,
39898656,'Close to it all. Clean, safe and comfortable.',25965138,Dan,?,'Deerfield Beach',26.31477,-80.08773,'Entire home/apt',155,3,8,21/03/20,1.16,9,185,'Broward County',,,,,,,,,
12040113,'Cozy, Clean,Convenient. Private 4 rm,2 bdrm APT',27842033,Bernard,?,Mattapan,42.27081,-71.0794,'Entire home/apt',65,2,185,22/08/20,4.98,2,0,Boston,,,,,,,
717042,'Private and cozy guesthouse in Central Austin',3696936,Mike,?,78731,30.32212,-97.75288,'Entire home/apt',66,2,98,26/08/20,1.02,1,105,Austin,,,,,,,,,,
37190651,'Heavenly Hale Moi by Hideways beach studio side B',3258872,Axel,Kauai,'North Shore Kauai',22.22428,-159.49061,'Entire home/apt',90,1,28,20/07/20,2.11,5,270,Hawaii,,,,,,,,,,
35676188,'Located in center of LasVegas',127752676,Yong,?,'Unincorporated Areas',36.11836,-115.26261,'Entire home/apt',160,2,33,13/07/20,2.36,1,62,'Clark County',,,,,,,,,,
21875559,'Kaanapali Alii 2 units: Perfect for big groups!',149306068,Crystal,Maui,Lahaina,20.91667,-156.69553,'Entire home/apt',1130,4,0,?,?,86,228,Hawaii,,,,,,,,,,
20403672,'2A - HARVARD MIT CAMBRIDGE! SPOTLESS 1BR!',81038,Louisa,?,Mid-Cambridge,42.3677,-71.10584,'Entire home/apt',225,30,87,29/02/20,2.55,8,0,Cambridge,,,,,,,,,,
29683131,'Hamakua Sea Cliff BnB, Master bedrm private bath',6172693,Ch,Hawaii,'North Hilo',19.98561,-155.23747,'Private room',100,2,0,?,?,2,268,Hawaii,,,,,,,,,
24222389,'Washington Park Carriage House/StoneHaven',177052836,Debra,?,'Washington Park West',39.70103,-104.97897,'Entire home/apt',79,5,82,24/05/20,3.04,1,118,Denver,,,,,,,,,,
15480531,'Balcony Terrace\n407 Seawind Street',71096391,Don,?,78734,30.36381,-97.99281,'Entire home/apt',621,2,5,15/10/17,0.12,4,365,Austin,,,,,,,,,,
2023131,'CAICOS - Best location!! Everything included',10384873,'Giuliana  Eric',?,'Fort Lauderdale',26.09855,-80.15301,'Private room',40,30,16,03/12/18,0.22,5,290,'Broward County',,,,,,,,,,
38867480,'Tent Rent Asheville (Complete Outdoor Gear Rental)',14649701,Nicole,?,28803,35.4835,-82.51972,'Entire home/apt',45,3,1,20/10/19,0.09,2,365,Asheville,,,,,,,,,,
28513219,'Top Floor 2 Bedrooms',56430566,Victor,?,Englewood,41.77377,-87.6536,'Entire home/apt',55,4,13,27/07/20,0.53,1,81,Chicago,,,,,,,,,,
8567920,'CH2408 Waikiki 2611 Ala Wai Blvd Honolulu',12370863,Diana,Honolulu,'Primary Urban Center',21.27399,-157.8186,'Entire home/apt',70,180,2,01/07/16,0.04,8,365,Hawaii,,,,,,,,,,
39528703,'Perfect place for your Denver visit',156989118,Noam,?,'Virginia Village',39.68643,-104.92174,'Entire home/apt',75,1,18,20/06/20,2.69,1,151,Denver,,,,,,,,,,
23904090,'Spacious Suite at the Hilo Hawaiian - 405',178505475,'Hilo Hawaiian',Hawaii,'South Hilo',19.72819,-155.06662,'Entire home/apt',259,1,0,?,?,14,365,Hawaii,,,,,,,,,,
5641624,'Private Room , Minutes from SXSW!',27968003,Diana,?,78705,30.29173,-97.74494,'Private room',150,1,1,15/03/15,0.01,2,0,Austin,,,,,,,,,
8815829,'Clarksville Cottage - Maguey House',870179,Bess,?,78703,30.28017,-97.76107,'Entire home/apt',168,30,10,31/10/18,0.17,1,352,Austin,,,,,,,,,,
20637666,'House w/Private Outdoor Pool+Spa,5Mi to the Strip',122375820,'Evolve Vacation Rental',?,'Unincorporated Areas',36.05831,-115.19164,'Entire home/apt',334,3,10,10/08/20,0.37,27,251,'Clark County',,,,,,,,,
315239,'Very convenient for SxSW',1617870,John,?,78745,30.2135,-97.7809,'Entire home/apt',600,3,2,17/03/14,0.02,1,365,Austin,,,,,,,,,,
20652963,'Suite Tennyson at Sloan\'s Lake',4336857,Ryan,?,'Sloan Lake',39.75672,-105.04485,'Entire home/apt',79,2,135,15/03/20,3.96,1,11,Denver,,,,,,,,,,
18154901,'Walk To The Beach or City,Room 3',30342817,'Piter  Stacy',?,Dorchester,42.31778,-71.05794,'Private room',53,1,152,26/07/20,3.7,4,359,Boston,,,,,,,,,
7389646,'Private Queen Bed and En Suite Bath',25759643,Tim,?,'Lake View',41.95675,-87.66715,'Entire home/apt',95,2,116,04/09/20,1.92,3,80,Chicago,,,,,,,,,,
42608588,'Clean, organized, and great stay.',331028567,Kristel,?,Tamarac,26.19835,-80.26008,'Private room',40,2,3,19/03/20,0.82,2,88,'Broward County',,,,,,,,
37985908,'Comfy Studio Walk to OSU w Free Parking, TV  Desk',235497311,'Marc (TailwindSTR)',?,'Near North/University',39.99633,-83.00484,'Entire home/apt',36,1,57,21/06/20,5.12,23,48,Columbus,,,,,,,,,
45136900,'Clean,comfortable apartment  2BR in Austin',359036978,Kia,?,78701,30.26559,-97.74863,'Entire home/apt',233,30,0,?,?,593,327,Austin,,,,,,,,,
39676359,'Stylish Rowhome near RiNo Neighborhood',33613383,Ellyce,?,Cole,39.76614,-104.9668,'Entire home/apt',75,1,26,29/05/20,3.21,3,2,Denver,,,,,,,,,,
15818615,'Ocean Dreams Villa 2203 at Montage Kapalua Bay',101426056,'Private Paradise Villas',Maui,Lahaina,21.001,-156.66622,'Entire home/apt',2715,1,0,?,?,36,208,Hawaii,,,,,,,,,,
37551383,'2RR Attached Priv Bath/Priv Room Steps from S Loop',100782278,'Emily  Rich',?,Bridgeport,41.84254,-87.63829,'Private room',50,41,0,?,?,28,365,Chicago,,,,,,,,,,
38309927,'Las Vegas - Tahiti',216926108,John,?,'Unincorporated Areas',36.09911,-115.21183,'Entire home/apt',249,7,1,25/09/19,0.09,1,363,'Clark County',,,,,,,,,,
5697316,'Eastside apartment - sleeps 4!',11518214,Jon,?,78702,30.26835,-97.73227,'Entire home/apt',300,1,0,?,?,1,0,Austin,,,,,,,,,,
321636,'Chic 1953 Spartanette Guesthouse',1647037,Sara,?,78702,30.27752,-97.71919,'Entire home/apt',98,1,431,11/03/20,4.13,2,0,Austin,,,,,,,,,,
10085431,'loft style 2 bedroom penthouse',9678305,Ken,?,'Jamaica Plain',42.31067,-71.12013,'Entire home/apt',50,28,2,09/03/20,0.11,1,0,Boston,,,,,,,,,,
28092750,'Ukrainian Village private suite + outdoor oasis',179032400,Amanda,?,'West Town',41.89451,-87.68702,'Entire home/apt',80,3,4,12/05/19,0.18,1,0,Chicago,,,,,,,,,,
28698827,'Amazing Fullly Remodeled 1 BDRM -Kihei Surfside 503',61304968,'Alii Resorts',Maui,Kihei-Makena,20.7062,-156.44538,'Entire home/apt',245,5,0,?,?,176,96,Hawaii,,,,,,,,,,
27731513,'Red RocksOasis Bunk B (Female Only Hostel)',175151029,Marian,?,Marston,39.63291,-105.10712,'Shared room',35,1,1,03/09/18,0.05,4,0,Denver,,,,,,,,,,
23822858,'Evolve Wharf',18202088,Luxurious,?,Downtown,42.35309,-71.05383,'Entire home/apt',225,91,9,25/07/19,0.3,18,0,Boston,,,,,,,,,,
34370737,'Welcome to Hale Iolani Ohana in Sunny Hawaiian Paradise Park! - Hale Iolani Ohana',680107,Kahea,Hawaii,Puna,19.57072,-154.97023,'Entire home/apt',24999,3,0,?,?,127,0,Hawaii,,,,,,,,,,
18787506,'Kaloko Cottage Upstairs Unit',36650819,Judith,Hawaii,'North Kona',19.70351,-155.96616,'Entire home/apt',175,2,70,20/03/20,1.96,4,351,Hawaii,,,,,,,,,,
10263107,'Corner Cottage',52768352,Andrew,?,28801,35.59871,-82.56136,'Entire home/apt',249,4,11,05/07/20,0.19,1,1,Asheville,,,,,,,,,,
16158963,'Cozy West Central Austin',78721273,Alden,?,78703,30.2816,-97.75655,'Entire home/apt',200,1,3,16/03/18,0.1,1,0,Austin,,,,,,,,,,
32790472,'LUXE*  TOWN HOUSE DUPLEX MIN FROM DOWNTOWN CHICAGO',163179151,Elle,?,'West Garfield Park',41.88255,-87.73321,'Entire home/apt',300,2,16,19/02/20,0.89,5,365,Chicago,,,,,,,,,,
7359477,'Bright Home in Historic Highlands',37927210,Tess,?,'Sloan Lake',39.75183,-105.02758,'Entire home/apt',105,2,334,24/04/20,5.57,1,0,Denver,,,,,,,,,,
41910390,'Roomy West Loop 2BR w/ Gym, Pool, near Fulton Market by Blueground',107434423,Blueground,?,'Near West Side',41.88306,-87.65131,'Entire home/apt',218,30,0,?,?,205,310,Chicago,,,,,,,,
34062156,'2 Bed/2 Bath House- Fast train access to downtown!',221516744,Jonathan,?,78702,30.27918,-97.70705,'Entire home/apt',56,2,9,01/01/20,0.55,2,0,Austin,,,,,,,,,,
34449311,'Kona Coffee Farm Cottage with Ocean Views',259528655,'Heather Hokulani',Hawaii,'South Kona',19.20645,-155.8606,'Entire home/apt',110,2,22,12/03/20,1.37,2,0,Hawaii,,,,,,,,,,
32024417,'Large Room Near BU, Harvard, MIT  Downtown Boston',9974594,Hank,?,Allston,42.35028,-71.1352,'Private room',84,91,36,28/08/19,1.88,6,28,Boston,,,,,,,,
17446056,'Front Porch Charm',21600570,Kim,?,28804,35.62945,-82.58737,'Entire home/apt',186,2,163,07/09/20,3.87,2,115,Asheville,,,,,,,,,,
5480629,'Modern South Austin Micro-Unit',28421333,Edward,?,78704,30.23258,-97.76318,'Entire home/apt',88,3,275,17/03/20,4.11,1,129,Austin,,,,,,,,,,
42274809,'Lux Suit in Hollywood  near everything  Malls',122368087,Luis,?,Hollywood,26.01412,-80.22134,'Entire home/apt',79,1,4,22/05/20,1.28,3,332,'Broward County',,,,,,,,,,
40064647,'Hidden Gem(Pilsen)',309044731,Gem,?,'Lower West Side',41.85953,-87.66058,'Entire home/apt',99,3,11,06/09/20,1.11,1,79,Chicago,,,,,,,,,,
31294145,'UPDATED BEACHFRONT CONDO',39977135,Robert,?,'Lauderdale By The Sea',26.21364,-80.09284,'Entire home/apt',115,14,0,?,?,1,363,'Broward County',,,,,,,,,,
20567491,'Luxury Two Bedroom Condo on the Beach',137309769,Henry,?,Hollywood,25.99664,-80.11784,'Entire home/apt',110,14,2,16/08/19,0.19,1,358,'Broward County',,,,,,,,,,
24401224,'Waiulililani at Waipio Valley',184192462,Belinda,Hawaii,Hamakua,20.1157,-155.57854,'Entire home/apt',275,2,52,30/08/20,1.85,2,332,Hawaii,,,,,,,,,,
22717504,'Sunny 1 BR loft on the perfect corner',7018742,Gabe,?,Highland,39.76155,-105.01183,'Entire home/apt',100,2,8,20/08/18,0.27,1,0,Denver,,,,,,,,,,
13138810,'Paradise in Downtown Hollywood',36649178,Karla,?,Hollywood,26.00926,-80.15672,'Entire home/apt',589,4,17,02/04/19,0.4,2,169,'Broward County',,,,,,,,,,
35845966,'UChicago, Shops + Eats, Lake  Gym + WD  Zencity',47172572,Zencity,?,'Hyde Park',41.79838,-87.58336,'Entire home/apt',63,1,62,02/09/20,4.3,62,153,Chicago,,,,,,,,
38526022,'Luxury apartment with ocean view Hallandale beach',118622876,Anderson,?,Hollywood,25.98737,-80.11903,'Entire home/apt',130,2,1,17/10/19,0.12,2,46,'Broward County',,,,,,,,,,
41769332,'Private Queen bedroom shared bath 12 cleaning',329980153,Manuel,?,78704,30.24932,-97.73861,'Private room',35,1,0,?,?,1,0,Austin,,,,,,,,,,
24418782,'Excelente Departamento Sobre el Mar en Hollywood!!',60510571,Matias,?,Hollywood,25.98821,-80.11826,'Entire home/apt',2000,5,1,05/04/19,0.07,2,364,'Broward County',,,,,,,,,,
33191326,'Golf view, tranquil, open plan art deco space',124632523,Lola,?,Lauderhill,26.17637,-80.23485,'Entire home/apt',125,1,13,10/06/20,0.89,2,365,'Broward County',,,,,,,,
6374807,'Duplex in Cap Hill! Walk to Convention Center!',33215141,Ryan,?,'Capitol Hill',39.73541,-104.98195,'Entire home/apt',259,2,73,03/03/20,1.18,2,350,Denver,,,,,,,,,,
16829718,'Pali Ke Kua 144 - Perfect for the Family',71362662,'Kauai Pacific Real Estate',Kauai,'North Shore Kauai',22.22499,-159.48946,'Entire home/apt',238,3,9,19/03/20,0.23,52,244,Hawaii,,,,,,,,,,
4775925,'Luxury Exec Home in North Austin',6263811,Sam,?,78717,30.49566,-97.78848,'Entire home/apt',105,183,17,17/03/18,0.27,1,365,Austin,,,,,,,,,,
20731426,'Waterfalling Estate',208102294,Scott,Hawaii,'North Hilo',19.94183,-155.17478,'Entire home/apt',2821,7,0,?,?,1,291,Hawaii,,,,,,,,,,
38179302,'Sheraton Kauai Beach Club- Beautiful Two bedroom',140404508,Sabine,Kauai,Koloa-Poipu,21.8758,-159.45982,'Entire home/apt',600,7,0,?,?,76,273,Hawaii,,,,,,,,,,
7734983,'**SANITIZED**ULTRA MODERN VILLA. 5 miles from LVBL',20029932,Arthur,?,'Unincorporated Areas',36.10279,-115.25585,'Entire home/apt',411,31,148,18/06/20,2.44,7,149,'Clark County',,,,,,,,,,
15996374,'HABITACION EN CASA DE FAMILIA',103968362,Maria,?,'Pembroke Pines',26.01947,-80.30898,'Private room',55,1,18,08/09/18,0.42,1,321,'Broward County',,,,,,,,,,
25777535,'Soak up the City in this Charming Austin Retreat',94844014,Jeannine,?,78741,30.22965,-97.74148,'Private room',40,1,0,?,?,1,0,Austin,,,,,,,,,,
41405419,'Boston Private Room (2-4) Floor 2 - Room 4',209395207,Belkis,?,'Jamaica Plain',42.31523,-71.10139,'Private room',39,29,0,?,?,12,0,Boston,,,,,,,,,,
43423105,'Royal Palms Resort-One Bedroom King IIIl + Sofabed',14324932,'North Beach Village',?,'Fort Lauderdale',26.13344,-80.10552,'Private room',109,28,0,?,?,24,192,'Broward County',,,,,,,,,,
16158549,'VEGAS VIEW!!!',62125790,Eric,?,'Unincorporated Areas',36.14116,-115.02767,'Private room',165,1,16,16/02/20,0.36,3,90,'Clark County',,,,,,,,,,
18215494,'Bahama Beach Club One-Bedroom Apt 1',35784515,Elaine,?,'Pompano Beach',26.22767,-80.09173,'Entire home/apt',259,3,1,21/03/18,0.04,13,267,'Broward County',,,,,,,,,,
19585189,'Quiet room in Short North/OSU area',21301647,Joe,?,'Near North/University',39.98935,-83.01155,'Private room',48,30,23,19/11/18,0.75,1,0,Columbus,,,,,,,,,,
10686509,'The Coral Estate',55208490,Robert,?,'Fort Lauderdale',26.19858,-80.13017,'Entire home/apt',250,4,51,21/03/20,1.52,4,151,'Broward County',,,,,,,,,,
21470158,'Gem Safari Guest House',129645766,Sue,Hawaii,'North Hilo',19.91643,-155.1794,'Private room',150,2,0,?,?,1,89,Hawaii,,,,,,,,,,
